"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Ramon Garcia","","0","0","5.72","0","0","0","1.0","1","1","0","1","0","1.61","4.95","4.08","5.90","0.0","0.0","999.0","sa295372"
"Spencer Trayner","Cardinals","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.80","5.86","6.25","5.90","0.0","0.0","999.0","sa873654"
"Brian Bass","Dodgers","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.74","5.53","5.70","5.90","0.0","0.0","999.0","sa879638"
"Cody Stashak","Twins","0","0","5.82","0","0","0","1.0","1","1","0","1","0","1.49","6.21","3.41","5.90","0.0","0.0","999.0","sa875608"
"Luis De Los Santos","Mets","0","0","5.83","0","0","0","1.0","1","1","0","1","1","1.70","5.15","4.98","5.90","0.0","0.0","999.0","sa873752"
"Ben Wright","White Sox","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.76","5.59","5.72","5.90","0.0","0.0","999.0","sa918341"
"Ben Braymer","Nationals","0","0","5.72","0","0","0","1.0","1","1","0","1","1","1.69","6.00","5.28","5.90","0.0","0.0","999.0","sa918477"
"Diosdany Castillo","","0","0","5.89","0","0","0","1.0","1","1","0","1","1","1.67","5.52","4.69","5.90","0.0","0.0","999.0","sa3001056"
"Matt Dennis","Rockies","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.69","5.74","4.61","5.90","0.0","0.0","999.0","sa918295"
"Andre Davis","Royals","0","0","5.80","0","0","0","1.0","1","1","0","1","1","1.70","5.21","5.07","5.90","0.0","0.0","999.0","sa875206"
"Ronald Dominguez","Mariners","0","0","5.74","0","1","0","1.0","1","1","0","1","0","1.55","5.83","3.95","5.91","0.0","0.0","999.0","sa600293"
"Anthony Ciavarella","Cardinals","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.76","6.21","6.05","5.91","0.0","0.0","999.0","sa913116"
"Bryan Baker","Rockies","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.75","6.25","5.46","5.91","0.0","0.0","999.0","sa739000"
"Alfredo Tavarez","Dodgers","0","0","5.67","0","0","0","1.0","1","1","0","1","1","1.70","6.09","5.57","5.91","0.0","0.0","999.0","sa918485"
"Raymar Navarro","Braves","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.69","6.04","5.13","5.91","0.0","0.0","999.0","sa914202"
"Trent Daniel","Rockies","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.82","6.21","6.31","5.91","0.0","0.0","999.0","sa599255"
"Chad Hockin","Cubs","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.77","6.48","6.38","5.91","0.0","0.0","999.0","sa913187"
"Yefry Ramirez","Orioles","1","1","5.83","3","3","0","18.0","20","12","4","14","8","1.53","6.97","4.01","5.91","0.0","-0.1","999.0","sa597051"
"Thaddius Lowry","White Sox","0","0","5.79","0","0","0","1.0","1","1","0","1","0","1.56","5.61","3.73","5.91","0.0","0.0","999.0","sa737826"
"Helmis Rodriguez","Rockies","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.74","5.39","5.10","5.91","0.0","0.0","999.0","sa597220"
"Norge Ruiz","Athletics","0","0","6.00","0","0","0","1.0","1","1","0","1","0","1.66","4.76","4.25","5.91","0.0","0.0","999.0","sa817357"
"Jery Then","Cardinals","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.84","5.90","6.64","5.91","0.0","0.0","999.0","sa835754"
"Ryder Ryan","Mets","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.78","6.83","6.61","5.91","0.0","0.0","999.0","sa829853"
"Hunter Smith","Red Sox","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.73","5.70","5.49","5.91","0.0","0.0","999.0","sa918532"
"Juan Omar Espinoza","","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.69","4.91","4.76","5.91","0.0","0.0","999.0","sa508498"
"Abdiel Saldana","Astros","0","0","5.86","0","0","0","1.0","1","1","0","1","1","1.70","5.99","5.31","5.91","0.0","0.0","999.0","sa828523"
"Jose Pina","","0","0","5.87","0","0","0","1.0","1","1","0","1","0","1.62","4.76","3.92","5.92","0.0","0.0","999.0","sa294474"
"Jared Lyons","Athletics","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.73","6.16","5.82","5.92","0.0","0.0","999.0","sa875308"
"Yohan Ramirez","Astros","0","0","5.86","0","0","0","1.0","1","1","0","1","1","1.69","6.39","5.39","5.92","0.0","0.0","999.0","sa922200"
"Jacob Dahlstrand","Red Sox","0","0","5.94","0","0","0","1.0","1","1","0","1","1","1.69","4.83","4.66","5.92","0.0","0.0","999.0","sa548492"
"Ben Krauth","Indians","0","0","5.58","0","1","0","1.0","1","1","0","1","1","1.72","6.93","6.22","5.92","0.0","0.0","999.0","sa918347"
"Genesis Cabrera","Rays","0","0","5.61","0","0","0","1.0","1","1","0","1","1","1.59","6.06","4.67","5.92","0.0","0.0","999.0","sa828534"
"Bryan Mata","Red Sox","0","0","5.96","0","0","0","1.0","1","1","0","1","1","1.73","5.24","5.25","5.92","0.0","0.0","999.0","sa917784"
"Michael Koval","Mariners","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.76","5.34","5.68","5.92","0.0","0.0","999.0","sa918213"
"Cory Jones","Orioles","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.62","6.41","4.61","5.92","0.0","0.0","999.0","sa658010"
"Christian Binford","Royals","0","0","5.80","0","0","0","1.0","1","1","0","1","0","1.48","5.68","3.31","5.92","0.0","0.0","999.0","sa599309"
"Stephen Nogosek","Red Sox","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.71","6.73","5.89","5.92","0.0","0.0","999.0","sa873682"
"Scott Blewett","Royals","0","0","5.86","0","0","0","1.0","1","1","0","1","1","1.66","5.07","4.67","5.92","0.0","0.0","999.0","sa828695"
"Anderson Espinoza","Red Sox","0","0","5.93","0","0","0","1.0","1","1","0","1","1","1.70","5.20","5.03","5.92","0.0","0.0","999.0","sa872856"
"Ismael Castillo","","0","0","5.79","0","1","0","1.0","1","1","0","1","1","1.66","5.54","4.77","5.92","0.0","0.0","999.0","sa509783"
"Ivan Zavala","","0","0","5.89","0","1","0","1.0","1","1","0","1","0","1.67","4.67","4.27","5.92","0.0","0.0","999.0","sa508208"
"Mark Malave","Cubs","0","0","5.67","0","1","0","1.0","1","1","0","1","1","1.78","6.81","6.67","5.92","0.0","0.0","999.0","sa657427"
"Michael Velasquez","Rays","0","0","5.66","0","0","0","1.0","1","1","0","1","0","1.62","4.63","4.16","5.92","0.0","0.0","999.0","sa834330"
"Christian Stolo","Dodgers","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.71","5.66","5.56","5.92","0.0","0.0","999.0","sa977917"
"Misael Verduzco","","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.72","6.23","5.70","5.92","0.0","0.0","999.0","sa652171"
"Alex Maestri","","0","0","5.86","0","0","0","1.0","1","1","0","1","1","1.69","5.20","4.81","5.93","0.0","0.0","999.0","sa328310"
"Michael Nix","","0","0","5.84","0","0","0","1.0","1","1","0","1","1","1.72","4.54","4.84","5.93","0.0","0.0","999.0","sa291773"
"Jahir Perez","","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.73","5.75","5.61","5.93","0.0","0.0","999.0","sa736657"
"Adrian Morejon","Padres","0","0","5.74","0","0","0","1.0","1","1","0","1","1","1.69","5.58","5.18","5.93","0.0","0.0","999.0","sa969093"
"Mark Armstrong","Reds","0","0","5.84","0","0","0","1.0","1","1","0","1","1","1.66","5.60","4.75","5.93","0.0","0.0","999.0","sa737689"
"Marcos Machado","","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.70","5.56","5.15","5.93","0.0","0.0","999.0","sa916571"
"Ryan Kellogg","Cubs","0","0","5.70","0","0","0","1.0","1","1","0","1","0","1.61","4.65","4.05","5.93","0.0","0.0","999.0","sa658192"
"Michael Knighton","Cubs","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.75","5.87","5.93","5.93","0.0","0.0","999.0","sa829198"
"Gabriel Llanes","Mets","0","0","5.90","0","0","0","1.0","1","1","0","0","0","1.69","3.69","4.08","5.93","0.0","0.0","999.0","sa829197"
"Nick Fanti","Phillies","0","0","5.72","0","0","0","1.0","1","1","0","1","1","1.61","6.46","4.61","5.93","0.0","0.0","999.0","sa876058"
"Kyle Miller","Cubs","0","0","5.79","0","0","0","1.0","1","1","0","1","1","1.71","5.44","5.32","5.93","0.0","0.0","999.0","sa875773"
"Pasquale Mazzoccoli","Pirates","0","0","5.98","0","1","0","1.0","1","1","0","1","1","1.78","6.07","5.85","5.93","0.0","0.0","999.0","sa918993"
"RJ Peace","Marlins","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.80","5.89","6.53","5.93","0.0","0.0","999.0","sa875615"
"Nestor Bautista","Marlins","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.77","5.68","6.08","5.93","0.0","0.0","999.0","sa829590"
"Jon Wandling","Blue Jays","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.73","5.47","5.36","5.93","0.0","0.0","999.0","sa830461"
"Jorge Quinones","","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.75","6.72","6.20","5.94","0.0","0.0","999.0","sa729217"
"Andrew Lee","","0","0","5.88","0","0","0","1.0","1","1","0","1","1","1.69","5.77","5.08","5.94","0.0","0.0","999.0","sa856275"
"Winston Lavendier","Angels","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.69","6.32","5.83","5.94","0.0","0.0","999.0","sa876120"
"Hector Garcia","Pirates","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.83","6.23","6.65","5.94","0.0","0.0","999.0","sa736906"
"Franco Terrero","Royals","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.72","5.72","5.57","5.94","0.0","0.0","999.0","sa828421"
"Nate Griep","Brewers","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.75","6.83","6.05","5.94","0.0","0.0","999.0","sa875199"
"Patrick Duester","Dodgers","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.74","6.09","5.99","5.94","0.0","0.0","999.0","sa999479"
"Matt Eckelman","Pirates","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.75","5.69","5.46","5.94","0.0","0.0","999.0","sa857600"
"Trey Ball","Red Sox","0","0","5.82","0","0","0","1.0","1","1","0","1","1","1.67","5.81","5.06","5.94","0.0","0.0","999.0","sa737438"
"Luis Castillo","","0","0","5.84","0","1","0","1.0","1","1","0","1","1","1.70","6.37","5.51","5.94","0.0","0.0","999.0","sa977665"
"Ramon Rosso","Phillies","0","0","5.85","0","0","0","1.0","1","1","0","1","1","1.75","6.45","5.86","5.94","0.0","0.0","999.0","sa3002672"
"Patrick Sandoval","Astros","0","0","5.80","0","0","0","1.0","1","1","0","1","1","1.69","6.09","5.28","5.94","0.0","0.0","999.0","sa875337"
"Greg Peavey","Twins","0","0","5.94","0","0","0","1.0","1","1","0","1","0","1.50","5.42","2.99","5.95","0.0","0.0","999.0","sa392163"
"Justin Dunn","Mets","0","0","5.85","0","0","0","1.0","1","1","0","1","1","1.71","5.92","5.43","5.95","0.0","0.0","999.0","sa738718"
"Marco Tovar","","0","0","5.75","0","0","0","1.0","1","1","0","1","0","1.62","4.99","4.15","5.95","0.0","0.0","999.0","sa508092"
"Carlos Sierra","Astros","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.71","6.96","5.86","5.95","0.0","0.0","999.0","sa919542"
"Juan Rodriguez Savin","","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.74","5.81","5.67","5.95","0.0","0.0","999.0","sa869406"
"Austin Sodders","Tigers","0","0","5.82","0","0","0","1.0","1","1","0","1","0","1.58","5.31","3.85","5.95","0.0","0.0","999.0","sa875749"
"Marco Quevedo","","0","0","5.89","0","0","0","1.0","1","1","0","0","0","1.60","4.11","3.46","5.95","0.0","0.0","999.0","sa508101"
"Chris Murphy","Astros","0","0","5.96","0","0","0","1.0","1","1","0","0","0","1.65","4.46","3.99","5.95","0.0","0.0","999.0","sa827417"
"Kelvin De La Cruz","","0","0","5.80","0","0","0","1.0","1","1","0","1","1","1.67","5.32","4.71","5.95","0.0","0.0","999.0","sa328950"
"Jose Meraz","","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.73","5.83","5.70","5.95","0.0","0.0","999.0","sa509483"
"Mike Franco","Rays","0","0","5.74","0","0","0","1.0","1","1","0","1","1","1.61","6.97","5.19","5.95","0.0","0.0","999.0","sa829140"
"Brian McAfee","Rays","0","0","5.78","0","1","0","1.0","1","1","0","0","1","1.74","4.43","5.10","5.95","0.0","0.0","999.0","sa919009"
"Andy Cox","Reds","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.85","7.01","7.39","5.95","0.0","0.0","999.0","sa876303"
"Chris Rocha","","0","0","5.89","0","0","0","1.0","1","1","0","1","1","1.73","5.44","5.30","5.95","0.0","0.0","999.0","sa977111"
"Carson Fulmer","White Sox","5","9","5.88","21","21","0","115.0","124","75","21","88","68","1.67","6.83","5.29","5.95","-0.3","-0.4","491.5","18311"
"Adam Choplick","Rangers","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.88","7.46","7.79","5.95","0.0","0.0","999.0","sa598307"
"Jordan Hillyer","Marlins","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.83","6.75","7.10","5.95","0.0","0.0","999.0","sa658507"
"Nathanael Santiago","","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.75","6.90","6.33","5.95","0.0","0.0","999.0","sa869604"
"Zach Morton","Astros","0","0","5.95","0","0","0","1.0","1","1","0","1","1","1.71","5.45","5.00","5.95","0.0","0.0","999.0","sa738509"
"Justin Kamplain","Yankees","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.63","6.15","4.82","5.95","0.0","0.0","999.0","sa599231"
"Tyler Carpenter","Angels","0","0","5.65","0","0","0","1.0","1","1","0","1","0","1.47","5.18","3.08","5.95","0.0","0.0","999.0","sa829365"
"Jarett Miller","Orioles","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.65","6.51","4.78","5.96","0.0","0.0","999.0","sa599218"
"Ryan Hartman","Astros","0","0","5.80","0","0","0","1.0","1","1","0","1","0","1.62","5.52","4.32","5.96","0.0","0.0","999.0","sa918166"
"Luis Reyes","Nationals","0","0","5.88","0","0","0","1.0","1","1","0","1","1","1.73","5.94","5.53","5.96","0.0","0.0","999.0","sa737048"
"Eduar Quinonez","Rays","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.71","5.72","5.46","5.96","0.0","0.0","999.0","sa504997"
"Tyler Ford","Tigers","0","0","5.73","0","1","0","1.0","1","1","0","1","1","1.63","6.37","4.97","5.96","0.0","0.0","999.0","sa829448"
"Isaac Rodriguez","","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.70","5.48","5.08","5.96","0.0","0.0","999.0","sa914248"
"Nicco Blank","Mets","0","0","5.70","0","1","0","1.0","1","1","0","1","1","1.81","6.86","6.93","5.96","0.0","0.0","999.0","sa829360"
"Fernando Perez","Tigers","0","0","5.86","0","1","0","1.0","1","1","0","1","1","1.67","5.81","4.96","5.96","0.0","0.0","999.0","sa598187"
"Johendi Jiminian","Rockies","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.67","6.47","4.93","5.96","0.0","0.0","999.0","sa550714"
"Adam Plutko","Indians","1","1","5.75","3","3","0","18.0","20","12","4","13","7","1.48","6.33","3.53","5.96","-0.1","0.0","999.0","15846"
"Alex Robinson","Twins","0","0","5.58","0","1","0","1.0","1","1","0","1","1","1.82","7.53","7.36","5.96","0.0","0.0","999.0","sa827436"
"Martin Anderson","Mets","0","0","5.76","0","0","0","1.0","1","1","0","1","1","1.72","6.00","5.64","5.96","0.0","0.0","999.0","sa3004865"
"Dylan Prohoroff","Pirates","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.83","6.40","6.60","5.96","0.0","0.0","999.0","sa918122"
"Angel Duno","Athletics","0","0","5.94","0","0","0","1.0","1","1","0","1","0","1.51","4.67","2.92","5.96","0.0","0.0","999.0","sa657211"
"Octavio Acosta","","0","0","5.85","0","0","0","1.0","1","1","0","1","1","1.69","5.49","5.11","5.96","0.0","0.0","999.0","sa548115"
"Ty Culbreth","Rockies","0","0","5.99","0","0","0","1.0","1","1","0","1","0","1.62","5.42","3.88","5.96","0.0","0.0","999.0","sa918095"
"Nick Green","Royals","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.70","5.60","5.37","5.96","0.0","0.0","999.0","sa829166"
"Christian Powell","Astros","0","0","5.99","0","0","0","1.0","1","1","0","1","0","1.62","5.49","4.14","5.96","0.0","0.0","999.0","sa503725"
"Aaron Cressley","Padres","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.78","6.29","6.21","5.96","0.0","0.0","999.0","sa829400"
"Jason Zgardowski","Cardinals","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.80","6.19","6.40","5.97","0.0","0.0","999.0","sa841347"
"Jordan Holloway","Marlins","0","0","5.82","0","0","0","1.0","1","1","0","1","1","1.80","5.53","6.22","5.97","0.0","0.0","999.0","sa829245"
"Sergio Lizarraga","","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.70","6.04","5.42","5.97","0.0","0.0","999.0","sa200709"
"Gaby Almonte","Mets","0","0","5.91","0","0","0","1.0","1","1","0","1","0","1.67","4.62","4.41","5.97","0.0","0.0","999.0","sa597214"
"Austin Pettibone","Rangers","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.78","5.67","5.77","5.97","0.0","0.0","999.0","sa827460"
"Nick Monroe","Padres","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.79","6.20","6.42","5.97","0.0","0.0","999.0","sa875292"
"Darwin Ramos","Mets","0","0","5.85","0","0","0","1.0","1","1","0","1","1","1.75","5.91","5.85","5.97","0.0","0.0","999.0","sa737380"
"Jose Rodriguez","Angels","0","0","5.71","0","0","0","1.0","1","1","0","1","0","1.55","5.36","3.87","5.97","0.0","0.0","999.0","sa736814"
"Andres Munoz","Padres","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.89","7.01","7.79","5.97","0.0","0.0","999.0","sa919548"
"Reid Humphreys","Rockies","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.78","6.41","5.87","5.97","0.0","0.0","999.0","sa738685"
"Julio Vivas","Pirates","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.77","6.48","6.12","5.97","0.0","0.0","999.0","sa596284"
"Demetrio Gutierrez","","0","0","5.75","0","0","0","1.0","1","1","0","0","0","1.65","4.31","4.25","5.97","0.0","0.0","999.0","sa509262"
"Jake Elliott","White Sox","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.65","6.37","4.95","5.97","0.0","0.0","999.0","sa919409"
"Erasmo Pinales","Astros","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.73","6.78","6.02","5.97","0.0","0.0","999.0","sa795280"
"Mark Reyes","Giants","0","0","5.63","0","0","0","1.0","1","1","0","1","1","1.78","4.98","6.09","5.97","0.0","0.0","999.0","sa602813"
"Brannon Easterling","White Sox","0","0","5.91","0","0","0","1.0","1","1","0","1","0","1.61","5.13","3.97","5.97","0.0","0.0","999.0","sa829247"
"Manuel Rodriguez","Cubs","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.79","6.76","6.84","5.97","0.0","0.0","999.0","sa827607"
"Alejandro De La Rosa","Giants","0","0","5.78","0","0","0","1.0","1","1","0","1","1","1.81","5.54","6.48","5.97","0.0","0.0","999.0","sa873448"
"Enrique Lechuga","","0","0","5.87","0","0","0","1.0","1","1","0","0","0","1.67","4.36","4.22","5.97","0.0","0.0","999.0","sa455890"
"Elvin Liriano","Padres","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.78","6.74","6.64","5.97","0.0","0.0","999.0","sa597228"
"Barry Zito","Athletics","0","0","5.91","0","0","0","1.0","1","1","0","1","0","1.60","5.45","4.00","5.97","0.0","0.0","999.0","944"
"Miguel Gutierrez","Mets","0","0","5.53","0","1","0","1.0","1","1","0","1","1","1.83","6.93","7.27","5.98","0.0","0.0","999.0","sa737477"
"Yosshel Hurtado","","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.73","5.85","5.60","5.98","0.0","0.0","999.0","sa829111"
"Chris Rodriguez","Angels","0","0","5.79","0","0","0","1.0","1","1","0","1","1","1.66","5.17","4.75","5.98","0.0","0.0","999.0","sa917980"
"Travis Wood","Tigers","2","3","5.94","6","6","0","35.0","40","23","7","22","16","1.60","5.71","4.16","5.98","-0.1","0.0","999.0","9884"
"Anthony Castro","Tigers","0","0","5.95","0","0","0","1.0","1","1","0","1","1","1.73","4.88","5.03","5.98","0.0","0.0","999.0","sa656041"
"Max Schuh","Rockies","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.82","6.77","6.63","5.98","0.0","0.0","999.0","sa829132"
"Grahamm Wiest","Rockies","0","0","6.20","0","0","0","1.0","1","1","0","1","0","1.70","5.11","4.36","5.98","0.0","0.0","999.0","sa829311"
"Jaime Espinoza","","0","0","5.73","0","1","0","1.0","1","1","0","1","1","1.78","5.69","6.00","5.98","0.0","0.0","999.0","sa655771"
"Brock Burke","Rays","0","0","5.66","0","0","0","1.0","1","1","0","1","1","1.64","5.38","4.80","5.98","0.0","0.0","999.0","sa828798"
"Alonzo Gonzalez","Blue Jays","0","0","5.70","0","1","0","1.0","1","1","0","1","1","1.66","6.40","5.39","5.98","0.0","0.0","999.0","sa548554"
"Nick Hartman","Blue Jays","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.72","5.94","5.58","5.98","0.0","0.0","999.0","sa918176"
"Roel Ramirez","Rays","0","0","5.79","0","1","0","1.0","1","1","0","1","1","1.63","5.31","4.53","5.98","0.0","0.0","999.0","sa737902"
